ID,title,author,rating,format
b548,Hypothermia: An Inspector Erlendur Novel (An Inspector Erlendur Series),Arnaldur Indridason,4.4,Paperback
b549,The Last Telegram,Liz Trenow,4.5,Paperback
b550,Believe Bigger: Discover the Path to Your Life Purpose,Marshawn Evans Daniels,5,Hardcover
b551,Who Can Jump?,Sebastien Braun,5,Board book
b552,The Book on Rental Property Investing: How to Create Wealth and Passive Income Through Intelligent Buy & Hold Real Estate Investing!,Brandon Turner,4.6,Paperback
b553,If You See Kay Lie: A Badge Bunny Booze Humorous Mystery (The Badge Bunny Booze Mystery Collection Book 4),Quinn Glasneck and ,,Kindle Edition
b554,Kiss of the Naked Lady (A Carolyn Wingate Novella Series Book 3),Carol Goodnight,4,Kindle Edition
b555,Holy Mother Forking Shirtballs: Clean Swear Word Coloring Book for Adults: An Irreverent & Hilarious Antistress Sweary Adult Colouring Gift Featuring ... Mindful Meditation & Stress Relief),Honey Badger Coloring,4.2,Paperback
b556,My Pocket Rosary Book,J. M. Lelen,,Paperback
b557,Best Recipes From the Backs of Boxes Bottles Cans and Jars,Ceil Dyer,4.6,Hardcover
b558,A Perfumer's Secret: A Novel (From Paris to Provence Book 1),Adria J. Cimino,4.3,Kindle Edition
b559,The Carlswick Mysteries Box-Set: Books 1 - 3,SL Beaumont,,Kindle Edition
b560,Nomad: A Thriller (The New Earth Series Book 1),Matthew Mather,4.2,Kindle Edition
b561,The Witch Squad Cozy Mystery Series Books 1 - 3,M.Z. Andrews,,Kindle Edition
b562,"The Manual to Middle School: The ""Do This Not That"" Survival Guide for Guys",Jonathan Catherman,4.7,Paperback
b563,OPERATION RAVEN —The Dead Have Secrets: A John Powers Thriller Novel (John Powers Novel Book 2),Owen Parr,4.6,Kindle Edition
b564,Side Effects: A Chilling Psychological Thriller,Jeff Menapace,4.1,Kindle Edition
b565,Buddha at Bedtime: Tales of Love and Wisdom for You to Read with Your Child to Enchant Enlighten and Inspire,Dharmachari Nagaraja,4.7,Paperback
b566,Hello World! Backyard Bugs,Jill McDonald,4.8,Board book
b567,Defining Moments in Black History: Reading Between the Lies,Dick Gregory,4.7,Hardcover
b568,Encounter in Rendlesham Forest: The Inside Story of the World's Best-Documented UFO Incident,Nick Pope and ,4.3,Paperback
b569,The Cows: The Bold Brilliant and Hilarious Sunday Times Top Ten Bestseller,Dawn O'Porter,3.9,Hardcover
b570,The Immortalists,Chloe Benjamin,4,Hardcover
b571,The Pink Herring: - A compulsive absorbing and character rich crime thriller. (The Shaun Young Series Book 1),Tom Grove,4.3,Kindle Edition
b572,Uncorked: My year in Provence studying Pétanque discovering Chagall drinking Pastis and mangling French,Paul Shore,4.5,Kindle Edition
b573,The Soul Summoner Series: Books 1 & 2,Elicia Hyder,,Kindle Edition
b574,The Hunted (DS Amanda Lacey Series Book 3),Linda Coles,,Kindle Edition
b575,The Keto Miracle: The Best Damn Keto Diet Recipes on the Web: Keto Meal Plan Ketosis Diet Cookbook Easy Ketogenic Recipes,Eva Snow,4.6,Paperback
b576,Make Your Mark: A Guidebook for the Brave Hearted,Margie Warrell,5,Paperback
b577,The Life and Times of Persimmon Wilson: A Novel,Nancy Peacock,4.9,Paperback
b578,The Lance Brody Series: Books 1 and 2 plus Prequel Novella (Lance Brody Omnibus),Michael Robertson Jr,4.7,Kindle Edition
b579,Deadly Tide: A gripping thriller full of heart-stopping twists (A Jericho Quinn Outer Banks Crime Thriller Book 1),Brian Spangler,4.9,Kindle Edition
b580,A Million Little Things: A Novel (Mischief Bay),Susan Mallery,4.6,Paperback
b581,Perennial Seller: The Art of Making and Marketing Work that Lasts,Ryan Holiday,4.6,Hardcover
b582,Corruption (Disruption),Jessica Shirvington,4.8,Paperback
b583,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,4.5,Hardcover
b584,The 10 Habits of Highly Successful Women,Glynnis MacNicol and ,3.6,Paperback
b585,The Verdict: A Novel,Nick Stone,4.1,Paperback
b586,My Amish Story: Breaking Generations of Silence,Rebecca Borntrager Graber,4.6,Paperback
b587,The Last Teacher (An Action Mystery (Mackenzie August series) Book 0),Alan Lee,4.5,Kindle Edition
b588,Badass Self-Discipline: Wake Up Your Badass Within Build Self-Discipline and Achieve Your Goals,Berger McDonald,4,Paperback
b589,Pleasantville: A Novel,Attica Locke,4.1,Paperback
b590,The 5 Second Journal: The Best Daily Journal and Fastest Way to Slow Down Power Up and Get Sh*t Done,Mel Robbins,4.2,Hardcover
b591,Hello World! Dinosaurs,Jill McDonald,5,Board book
b592,Best Eaten Cold: The stunning new psychological thriller,Tony Salter,4.3,Paperback
b593,Lucky Dog Lessons: Train Your Dog in 7 Days,Brandon McMillan,4.8,Hardcover
b594,Breaking Gravity,Mitty Walters and ,4.3,Kindle Edition
b595,Big Change Gonna Come,Vince Dowdle Jr,4.7,Kindle Edition
b596,Genetic Imperfections,Steve Hadden,5,Kindle Edition
b597,Onyx Webb: Book One,Diandra Archer,4.9,Kindle Edition
b598,Flower Girl Dreams (Mermaid Tales),Debbie Dadey and ,5,Paperback
b599,Ukulele for Beginners: Bundle - The Only 2 Books You Need to Learn to Play Ukulele and Reading Ukulele Sheet Music Today (Music Best Seller) (Volume 6),Preston Hoffman,4.7,Paperback
b600,The Daydreamer Detective (Miso Cozy Mysteries Book 1),S. J. Pajonas,4.6,Kindle Edition
b601,Wicked Good Witches Books 1-6 Box Set (Wicked Good Witches Bundles),Starla Silver,5,Kindle Edition
b602,Artists: Their Lives and Works,DK and ,4.7,Hardcover
b603,The One That Got Away: A Novel,Leigh Himes,4,Paperback
b604,Adult Coloring Book Bambi: best seller anxiety and stress relief serenity and relaxation 100pgs (Volume 21),Dollhouse,3.2,Paperback
b605,The Cold Caper! (DC Super Friends) (Pictureback(R)),Courtney Carbone and ,4.5,Paperback
b606,The All-Natural Diabetes Cookbook: The Whole Food Approach to Great Taste and Healthy Eating,Jackie Newgent R.D.,5,Paperback
b607,The Letter,Kathryn Hughes,4.5,Paperback
b608,The Healer's Secret,Helen Pryke,5,Kindle Edition
b609,Miss Adventures: Four Men Four Cities and One Big 40th Birthday Bash,Surajit Frank Agarwal and ,,Kindle Edition
b610,The Big Keto Diet Cookbook: TOP 100  Essential Ketonic Diet Recipes For Weight Loss That Will Keep You Healthy and Create Your Best Body Ever: Recipes ... You Healthy and Create Your Best Body Ever,Robert Still,4.5,Paperback
b611,For the Sins of My Father: A Mafia Killer His Son and the Legacy of a Mob Life,Albert DeMeo,4.5,Paperback
b612,Fall of Giants: Book One of the Century Trilogy,Ken Follett,4.5,Mass Market Paperback
b613,Tea Cups Tea Time Antiques Lace: Adult Coloring Books Tea in all Departments; Coloring Books Tea Cups in all D; Coloring Books for Girls in all De; ... for Men in All D;  Coloring Books girls 9 12,Adult Coloring Books Best Sellers and ,3.9,Paperback
b614,Eggs-travagant! 1000 Eggs to Color and Decorate Adult Coloring Books: Easter Gifts for Women in al; Easter Gifts for Men in all ; Easter Gifts for ... in al; Adult Coloring Books for Men in al;,Coloring Books for Adults and ,2.7,Paperback
b615,The Very Hungry Caterpillar,Eric Carle,4.6,Board book
b616,Lethal Lawyers (Sophia Christopoulos Legal Thriller Series Book 1),Dale E. Manolakas,3.7,Kindle Edition
b617,Blank Space (Dangerous Friends Book 1),Jennifer Young,4.6,Kindle Edition
b618,The Walking Dead Volume 29: Lines We Cross,Robert Kirkman and ,4.8,Paperback
b619,The Best Gospel Songs Ever,Hal Leonard Corp.,,Paperback
b620,Saigon Kids: An American Military Brat Comes of Age in 1960's Vietnam,Les Arbuckle,5,Paperback
b621,Philosophy: Great Thinkers and Great Theories,David Papineau (Editor) and ,5,Paperback
b622,The Essential Instant Pot Cookbook: Fresh and Foolproof Recipes for Your Electric Pressure Cooker,Coco Morante,4.2,Hardcover
b623,The One-Eyed Judge: A Novel (The Judge Norcross Novels),Michael Ponsor,4.5,Paperback
b624,Killer Justice (Legal Thriller: Brad Williams Book 1),Joshua Grayson,,Kindle Edition
b625,The Blasphemy Law,Salman Shami,5,Kindle Edition
b626,Creative Haven Autumn Scenes Coloring Book (Adult Coloring),Teresa Goodridge,4.6,Paperback
b627,Family of Lies,Mary Monroe,4.1,Mass Market Paperback
b628,The Legend of the Easter Egg Newly Illustrated Edition: The Inspirational Story of a Favorite Easter Tradition,Lori Walburg and ,4.2,Hardcover
b629,That Summer: A Novel,Lauren Willig,4.2,Paperback
b630,Book Publishing for Authors: How to Write Publish and Market Your Book to a #1 Bestseller in the Next 90 Days (Paul G. Brodie Publishing Series Book 2) (Volume 1),Paul Brodie,4.5,Paperback
b631,Flowers Floral Arrangements Wreaths: Calm Coloring Books to Relieve Stress; Adult Coloring Books Floral in All D; Adult Coloring Books Flowers in ... Coloring Books for Teens Girls in all Dep,Adult Coloring Books Best Sellers and ,3.5,Paperback
b632,A Book to Die For (Books to Die For 2),Richard Houston,4.1,Kindle Edition
b633,Haunting Charlie: Witches of Palmetto Point Book 1,Wendy Wang,4.4,Kindle Edition
b634,The Sword Swallower and a Chico Kid,Gary Robinson,4.3,Kindle Edition
b635,A Ghostly Secret : A Paranormal Cozy Mystery (Ghostly Southern Mysteries Book 7),Tonya Kappes,4.8,Kindle Edition
b636,Endurance: A Year in Space A Lifetime of Discovery,Scott Kelly,4.6,Hardcover
b637,Posh Adult Coloring Book: Inspired by Nature (Posh Coloring Books),Marjolein Bastin,4.3,Paperback
b638,Vigilante Assassin: An Action Thriller (Jake Wolfe Book 2),Mark Nolan,4.7,Kindle Edition
b639,Emma Frost Mystery Series: Vol 1-5,Willow Rose,,Kindle Edition
b640,All Mortal Flesh (Fergusson/Van Alstyne Mysteries),Julia Spencer-Fleming,4.5,Paperback
b641,The Travel Book: A Journey Through Every Country in the World (Lonely Planet),Lonely Planet,4.6,Hardcover
b642,Indestructibles: Things That Go!,Amy Pixton and ,4.6,Paperback
b643,A Column of Fire (Kingsbridge),Ken Follett,4.5,Hardcover
b644,I Wish You More,Amy Krouse Rosenthal and ,4.8,Hardcover
b645,Beauty Secrets Cozy Mystery Boxed Set (Books 1-3),Stephanie Damore,,Kindle Edition
b646,THE THIRD MURDERER (Richard and Morgana MacKenzie Mysteries Book 1),Jack Flanagan,,Kindle Edition
b647,Legends: The Best Players Games and Teams in Baseball: World Series Heroics! Greatest Home Run Hitters! Classic Rivalries! And Much Much More! (Legends: Best Players Games & Teams),Howard Bryant,4.3,Paperback
b648,Dark Shadows: Return to Collinwood,Kathryn Leigh Scott and ,4.6,Paperback
b649,A Season of Darkness: It Began with the Brutal Murder of Pure Innocence... (Berkley True Crime),Doug Jones and ,4.3,Mass Market Paperback
b650,Nigger,Dick Gregory and ,4.7,Mass Market Paperback
b651,The Best Easter Egg Hunt Ever,Dawn Casey and ,5,Paperback
b652,A Shot in the Bark: A Dog Park Mystery (Lia Anderson Dog Park Mysteries Book 1),C. A. Newsome and ,4.1,Kindle Edition
b653,Revenge Of The CEO: White Collar Crime Financial Thriller,Peter Ralph,4.5,Kindle Edition
b654,Colorful Dogs Coloring Book (Adult Coloring Gift): A Dog Lovers Delight Featuring 50 Breeds and Over 100 Design Pages To Color | Patterns For Relaxation Fun and Stress Relief,Broderick S Johnson,4.5,Paperback
b655,50 Extra Large Print Word Search Puzzles and Solutions: The Best Easy-to-Read Circle-a-Word Puzzles With Fun Themes (Big Font Find a Word for Adults and Seniors) (Volume 2),Jordan Smart,4.8,Paperback
b656,Beaches,Gray Malin,4.6,Hardcover
b657,Zak George's Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love,Zak George and ,4.6,Paperback
b658,To Heaven and Back: A Doctor's Extraordinary Account of Her Death Heaven Angels and Life Again: A True Story,Mary C. Neal,4.4,Paperback
b659,Mr. Bleaker (The Bleaker Trilogy Book 1),Jeremy Peterson,4.5,Kindle Edition
b660,Black Cat 2-1: The True Story of a Vietnam Helicopter Pilot and His Crew,Bob Ford,4.6,Hardcover
b661,Welcome to Moonlight Harbor (A Moonlight Harbor Novel),Sheila Roberts,,Mass Market Paperback
b662,Beartown: A Novel,Fredrik Backman,4.5,Paperback
b663,The Masterpiece,Francine Rivers,4.8,Hardcover
b664,The Escape Artist,Brad Meltzer,4.5,Hardcover
b665,Pig the Pug,Aaron Blabey,4.8,Hardcover
b666,Everything You Need to Know About Bugs,DK,4.7,Hardcover
b667,Larry Macklin Mysteries:  Books 1-3,A. E. Howe,,Kindle Edition
b668,Falling Stars: (Kyle Achilles Book 3),Unknown,4.8,Kindle Edition
b669,The New American Heart Association Cookbook 9th Edition: Revised and Updated with More Than 100 All-New Recipes,American Heart Association,4.2,Hardcover
b670,Baby Touch Your Nose,DK,4.4,Board book
b671,The Philosophy Book: Big Ideas Simply Explained,DK,4.4,Paperback
b672,Adult Coloring Book: Stress Relieving Flower Patterns,Blue Star Coloring and ,4.5,Paperback
b673,The Silver Witch: A Novel,Paula Brackston,4.3,Paperback
b674,Traveling Light,Lynne Branard,4.3,Paperback
b675,The Xander King Series: Books 1-3 (The Xander King Series Box Set),Bradley Wright,,Kindle Edition
b676,Middle Seconds,Mark Hunter,4,Kindle Edition
b677,Alice's Nightmare - Adventures in Wonderland - Adult Coloring Book: (Horror Halloween),Julia Rivers and ,4.4,Paperback
b678,Best Buttercream Recipes Ever: Tons of delicious buttercream recipes that are perfect for cakes and cupcakes!,Anthony Boundy,4.4,Paperback
b679,Vive Le Color! Hearts (Adult Coloring Book): Color In; De-stress (72 Tear-out Pages),Abrams Noterie,4.5,Paperback
b680,Guitar for Beginners: Bundle - The Only 3 Books You Need to Learn Guitar Lessons for Beginners Guitar Theory and Guitar Sheet Music Today (Music Best Seller) (Volume 7),Preston Hoffman,4.7,Paperback
b681,Hit Movie & TV Instrumental Solos: Songs and Themes from the Latest Movies and Television Shows (Alto Sax) Book & CD (Alfred's Instrumental Play-Along),Alfred Music,Prime,Paperback
b682,Twenty-six Princesses: An Alphabet Story,Dave Horowitz,,Paperback
b683,Trading Lives (A Jamie Kelly Novel),Eric Stoffle,4.6,Kindle Edition
b684,The Ninth District: An FBI Thriller (Book 1),Douglas Dorow,4,Kindle Edition
b685,The Little Bakery on Rosemary Lane,Ellen Berry,4.4,Paperback
b686,Air Fryer Cookbook: The Best Quick Delicious and Super Healthy Recipes for Every Day,Lesley Lynn Hudson,4.5,Paperback
b687,A Good Idea,Cristina Moracho,3.3,Paperback
b688,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny Lawson,4.3,Paperback
b689,When Breath Becomes Air,Paul Kalanithi and ,4.7,Hardcover
b690,Wreckage,Emily Bleeker,4.1,Paperback
b691,Through the Front Door (Tayel Tower Book 101),Wray Wrigley,,Kindle Edition
b692,The Tour Box Set: The Tour Safe at the Edge of the World and The Story of Grenville King (The Conor O'Shea Series),Jean Grainger,,Kindle Edition
b693,Country of Ash: A Jewish Doctor in Poland 1939–1945,Edward Reicher and ,4.7,Paperback
b694,Generation Rx: A Story of Dope Death and America's Opiate Crisis,Erin Marie Daly,,Hardcover
b695,Las Vegas Girl,Leslie Wolfe,4.6,Paperback
b696,Unbound (A Stone Barrington Novel),Stuart Woods,4.5,Hardcover
b697,Disruption,Jessica Shirvington,4.7,Paperback
b698,Motion To Kill (A Lou Mason Thriller),Mr. Joel Goldman,4.4,Paperback
b699,YOU CAN'T MAKE THIS STUFF UP: My Thirty Years in the Bering Sea,Capt Jack Molan and ,4.9,Kindle Edition
b700,Stephen Curry: Rise of the Star. The inspiring and interesting life story from a struggling young boy to become the legend. Life of Stephen Curry - one of the best basketball shooters in history.,John Emerson,4,Paperback
b701,Adult Coloring Book: Relaxation Templates for Meditation and Calming (Volume 1),Cherina Kohey,4.3,Paperback
b702,Bet You Didn't Know: Fascinating Far-out Fun-tastic Facts! (Fun Facts),National Geographic Kids,4.8,Hardcover
b703,An Orphan in the Snow,Molly Green,4.2,Paperback
b704,Creative Haven The Saturday Evening Post Americana Coloring Book (Adult Coloring),Marty Noble,4.5,Paperback
b705,Maze book childrens: The Best Maze 2017 (Maze book for kids) (Volume 1),Jocelyn Powers,,Paperback
b706,Baby: Peekaboo! (Baby Chunky Board Books),DK Publishing,4.9,Board book
b707,Chasing Prophecy: A Novel,James Moser,4.5,Kindle Edition
b708,Under Lock And key: A Water Witch Cozy Mystery - Book One (Water Witch Cozy Paranormal Mystery Series 1),Sam Short,4.3,Kindle Edition
b709,Best Laid Plans (Madaris Family Saga),Brenda Jackson,4.6,Mass Market Paperback
b710,Red Notice: A True Story of High Finance Murder and One Man’s Fight for Justice,Bill Browder,4.8,Paperback
b711,Good Night Fire Engines (Good Night Our World),Adam Gamble and ,4.5,Board book
b712,The Word in Color: Hardcover Biblical Inspiration Adult Coloring Book,Christian Art Publishers,4.9,Spiral-bound
b713,Breakthrough,Michael C. Grumley,4.3,Paperback
b714,Morning Comes Softly,Debbie Macomber,4.6,Paperback
b715,A Silver Medallion (A Crystal Moore Suspense Book 2),James R. Callan,4.7,Kindle Edition
b716,"Cane's Detour: A ""Written By Blood"" Prequel",Dwayne Gill,5,Kindle Edition
b717,Red Sparrow: A Novel (The Red Sparrow Trilogy),Jason Matthews,4.4,Mass Market Paperback
b718,Born a Crime: Stories from a South African Childhood,Trevor Noah,4.8,Hardcover
b719,Mama Loves You So (New Books for Newborns),Terry Pierce and ,4.8,Board book
b720,The Honest Spy,Andreas Kollender and ,4.3,Paperback
b721,Turkey Trot Terror: A Cozy Baked Murder Series Book 3,Kate Bell,,Kindle Edition
b722,Shifting Allegiances: A Nigerian's story of Nigeria America and Culture Shock,Amaka Lily,4.4,Kindle Edition
b723,Evil Of Ages,Douglas MacArthur,,Kindle Edition
b724,The Amazon Code (Harvey Bennett Thrillers Book 2),Nick Thacker,4.3,Kindle Edition
b725,The Girl Who Wrote The New York Times Bestseller (Thaddeus Murfee Legal Thrillers),John Ellsworth,4.2,Paperback
b726,The Welcoming House: The Art of Living Graciously,Jane Schwab and ,4.5,Hardcover
b727,Tattoo Coloring Book: A Fantastic Selection of Exciting Imagery (Chartwell Coloring Books),Patience Coster,4.5,Paperback
b728,Apocalypse Island: A spine-chilling thriller with twists and turns you won't see coming (Blue Light Series Book 1),Mark Edward Hall,4.2,Kindle Edition
b729,The Terror & The Resistance: On War Terror and Horror,Michael Rande,,Kindle Edition
b730,Storm and the Mermaid's Knot,Meghan Richardson and ,5,Kindle Edition
b731,The Best Enlightenment Quotes & Passages To Awaken The Buddha Within,Karin James,5,Paperback
b732,Liar: A gripping psychological thriller with a shocking twist,K. L. Slater,4.3,Paperback
b733,Winter Sisters,Robin Oliveira,4.8,Hardcover
b734,Novel Plotting: Step-by-Step | 2 Manuscripts in 1 Book | Essential Fiction Plotting Plot Outline and Novel Plot Writing Tricks Any Writer Can Learn (Writing Best Seller) (Volume 13),Sandy Marsh,4.6,Paperback
b735,House of Spies: A Novel (Gabriel Allon),Daniel Silva,4.6,Paperback
b736,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,,Paperback
b737,Jack the Reaper: Hunting Lee Child's Jack Reacher (The Hunt for Jack Reacher Series Book 8),Diane Capri,4.5,Kindle Edition
b738,The Gauguin Connection (Book 1) (Genevieve Lenard),Estelle Ryan,4.4,Kindle Edition
b739,The Ultimate Anti-Cancer Cookbook: A Cookbook and Eating Plan Developed by a Late-Stage Cancer Survivor with 225 Delicious Recipes for Everyday Meals Using Everyday Foods,Pam Braun,4.3,Paperback
b740,Silent Victim,Caroline Mitchell,4.5,Hardcover
b741,Mindhunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas and ,4.4,Paperback
b742,Interrupting Chicken,David Ezra Stein,,Paperback
b743,The Impossible Rescue: The True Story of an Amazing Arctic Adventure,Martin W. Sandler,4.5,Paperback
b744,Sally's Baking Addiction: Irresistible Cookies Cupcakes and Desserts for Your Sweet-Tooth Fix,Sally McKenney,4.7,Paperback
b745,Operation Deep Strike: An India-Pakistan Covert Ops Spy Thriller,Rahul Badami,3.8,Kindle Edition
b746,Sanctified: An Uncanny Kingdom Urban Fantasy (Branded Book 1),David Bussell and ,4.8,Kindle Edition
b747,The Best American Science Fiction and Fantasy 2017 (The Best American Series ®),John Joseph Adams and ,3.3,Paperback
b748,WOMEN ADULT COLORING BOOKS - Vol.2: adult coloring books best sellers for women (Volume 2),Jangle Charm,2.8,Paperback
b749,Everything I Never Told You,Celeste Ng,4.1,Paperback
b750,Bagmen (A Victor Carl Novel),William Lashner,3.9,Paperback
b751,Scale: The Universal Laws of Growth Innovation Sustainability and the Pace of Life in Organisms Cities Economies and Companies,Geoffrey West,4.3,Hardcover
b752,The Lying Game: A Novel,Ruth Ware,3.8,Hardcover
b753,Land Sharks - A Swindle in Sumatra,Nancy Raven Smith,4.1,Kindle Edition
b754,The Mystic,Maggie Santangelo,,Kindle Edition
b755,Lincoln in the Bardo: A Novel,George Saunders,3.6,Paperback
b756,Osteria: 1000 Generous and Simple Recipes from Italy's Best Local Restaurants,Slow Food Editore and ,5,Hardcover
b757,Color & Frame Coloring Book - By the Sea,Editors of Publications International Ltd. and ,4.6,Spiral-bound
b758,Animation Unleashed: 100 Principles Every Animator Comic Book Writer Filmmaker Video Artist and Game Developer Should Know,Ellen Besen and ,4.3,Paperback
b759,To Be His (Beauty and the Brit),Terri Austin,,Kindle Edition
b760,7 Lessons from Heaven: How Dying Taught Me to Live a Joy-Filled Life,Mary C. Neal M.D.,4.6,Paperback
b761,Things That Go: Lift-a-Flap Board Book (Babies Love),Scarlett Wing and ,4.9,Board book
b762,At God's Mercy,L. L. Fine and ,4.3,Kindle Edition
b763,First Numbers: Touch-and-Trace Early Learning Fun! (Little Groovers),Angie Hewitt,4.8,Board book
b764,Old MacDonald Had a Farm: Sing Along With Me!,Nosy Crow and ,4.5,Board book
b765,Paranormal Romance: The Vampire's Desire (Fatal Allure Book 1),Martha Woods,4.4,Kindle Edition
b766,Ronnie (Between the Cracks Book 5),P.D. Workman,4.6,Kindle Edition
b767,Evicted: Poverty and Profit in the American City,Matthew Desmond,4.6,Paperback
b768,Trumpocracy: The Corruption of the American Republic,David Frum,4.4,Hardcover
b769,Option B: Facing Adversity Building Resilience and Finding Joy,Sheryl Sandberg and ,4.5,Hardcover
b770,Sick Girl (A Psychological Thriller),Rachel Hargrove,4.5,Kindle Edition
b771,Burned Too Hot: A Thriller (Val Ryker series Book 2),Ann Voss Peterson,4.1,Kindle Edition
b772,Little Friends: Barnyard Fun!: A Lift-the-Flap Book,Roger Priddy,4.4,Board book
b773,Deadly Cure: A Novel,Lawrence Goldstone,3.8,Hardcover
b774,Game of Thorns: The Inside Story of Hillary Clinton's Failed Campaign and Donald Trump's Winning Strategy,Doug Wead,4.3,Paperback
b775,Those Summer Nights: The perfect romantic comedy on a gorgeous Greek island,Mandy Baggot,4.3,Paperback
b776,The Summer of Secrets: A feel good romance novel perfect for holiday reading,Tilly Tennant,4.4,Paperback
b777,Strength & Honor: America's Best in Vietnam,Terry L. Garlock,4.9,Hardcover
b778,The American Jubilee: PREVIEW,Porter Stansberry,,Kindle Edition
b779,The Things you find in Rockpools: A Psychological Mystery and Suspense Thriller,Gregg Dunnett,4.8,Kindle Edition
b780,The Girl Before: A Novel,JP Delaney,4,Paperback
b781,Ready Player One: A Novel,Ernest Cline,4.6,Paperback
b782,The Last Lion: Winston Spencer Churchill: Defender of the Realm 1940-1965,William Manchester and ,4.7,Paperback
b783,Black Sheep Boy: A Novel in Stories,Martin Pousson,4.7,Paperback
b784,The Little French Bakery Cookbook: Sweet & Savory Recipes and Tales from a Pastry Chef and Her Cooking School,Susan Holding,4.3,Hardcover
b785,The Presidents' War: Six American Presidents And The Civil War That Divided Them,Chris DeRose,4.5,Hardcover
b786,Masked (Masked Series Book 1),M Greenhill,4.8,Kindle Edition
b787,The Surgeon: The Luke Titan Chronicles #1,David Beers,4.6,Kindle Edition
b788,John Grisham CD Audiobook Bundle #2: The Associate; The Confession; The Litigators; The Racketeer,John Grisham,4.5,Audio CD
b789,Mountain Man: John Colter the Lewis & Clark Expedition and the Call of the American West (American Grit),David Weston Marshall,4.4,Hardcover
b790,Brain Bogglers: Over 100 Games and Puzzles to Reveal the Mysteries of Your Mind (Mastermind),Stephanie Warren Drimmer,,Paperback
b791,This Is Just My Face: Try Not to Stare,Gabourey Sidibe,4.7,Hardcover
b792,The Paleo Bread Bible: More Than 100 Grain-Free Dairy-Free Recipes for Wholesome Delicious Bread,Anna Conrad,2.9,Hardcover
b793,Time to Say Goodbye: a heart-rending novel about a father’s love for his daughter,S.D. Robertson,4,Paperback
b794,Queen Of The Silk Road: An Historical Fiction Novel,Ian James,3.7,Kindle Edition
b795,Bloodridge (Spies Lie Book 1),DS Kane,,Kindle Edition
b796,Knight on the Texas Plains (Texas Heroes),Linda Broday,4.7,Mass Market Paperback
b797,Small Space Decorating (Better Homes and Gardens) (Better Homes and Gardens Home),Better Homes and Gardens,4.2,Paperback
b798,The Whitechapel Conspiracy: A Charlotte and Thomas Pitt Novel,Anne Perry,4.5,Paperback
b799,Pocket Genius: Earth,DK,5,Paperback
b800,Killman Creek (Stillhouse Lake Series),Rachel Caine,4.6,Paperback
b801,Purposeful Retirement: How to Bring Happiness and Meaning to Your Retirement,Hyrum W. Smith and ,4.8,Hardcover
b802,Nothing Is Strange,Mike Russell,4.5,Kindle Edition
b803,The Last Day,Robert L. Bryan,4.7,Kindle Edition
b804,SPIRALIZE Now!: 80 Delicious Healthy Recipes for your Spiralizer,Denise Smart,5,Paperback
b805,Lizzy and   Jane,Katherine Reay,4.4,Paperback
b806,The Ultimate Carbohydrate Counter Third Edition,Karen J Nolan Ph.D. and ,4,Mass Market Paperback
b807,Digital Photography Complete Course,David Taylor,4.7,Hardcover
b808,Project Smoke,Steven Raichlen,4.7,Paperback
b809,The Storm Before the Storm: The Beginning of the End of the Roman Republic,Mike Duncan,4.6,Hardcover
b810,Incite Insight,Robert New,4.5,Kindle Edition
b811,Need You (The Winters Family Series Book 2),Terra Kelly,4.5,Kindle Edition
b812,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Adam Alter,4.3,Paperback
b813,Christmas Cruise (Lana Malloy Paranormal Mystery Series Book 4),Kim Cox,4.3,Kindle Edition
b814,Lake Morality (The Forgotten Coast Florida Suspense Series Book 8),Dawn Lee McKenna,4.8,Kindle Edition
b815,The Girl Who Drank the Moon,Kelly Barnhill,4.6,Hardcover
b816,The Official ACT Prep Guide 2018: Official Practice Tests + 400 Bonus Questions Online,ACT,4.1,Paperback
b817,Rules of Civility: A Novel,Amor Towles,4.3,Paperback
b818,Adult Coloring Book: Horrors from the Crypt: An Outstanding Illustrated Doodle Nightmares Coloring Book (Halloween Gore),Julia Rivers and ,4.4,Paperback
b819,Creative Haven Norman Rockwell Classics from The Saturday Evening Post Coloring Book (Adult Coloring),Norman Rockwell and ,4.5,Paperback
b820,Joy for the Journey Hardcover Inspirational Adult Coloring Book,Christian Art Publishers and ,4.5,Spiral-bound
b821,The Last Nazi (A Joe Johnson Thriller Book 1),Andrew Turpin,4.7,Kindle Edition
b822,Open Primary (Ameritocracy Book 1),A.C. Fuller,4.7,Kindle Edition
b823,Live Cross,Matt Eaton,,Kindle Edition
b824,Lady Joe,Mark Saha,4.4,Kindle Edition
b825,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.5,Paperback
b826,Home: The Best of The New York Times Home Section: The Way We Live Now,Noel Millea,3.7,Hardcover
b827,Mr. Skinny (Mr. Men and Little Miss),Roger Hargreaves,4.8,Paperback
b828,One of Us Is Lying,Karen M. McManus,4.4,Hardcover
b829,The Actuary: A Rural English Mystery (The Calculated Risk Book 1),K T Bowes,4.1,Kindle Edition
b830,Babies Love First Words: Lift-a-Flap Board Book,Scarlett Wing and ,4.5,Board book
