ID,title,author,rating,format
b1343,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling and ,4.7,Paperback
b1344,Big Preschool Workbook,School Zone Staff and ,4.7,Paperback
b1345,Goodnight Moon,Margaret Wise Brown and ,4.7,Board book
b1346,Girl Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be,Rachel Hollis,4.9,Hardcover
b1347,Happy Easter Mouse! (If You Give...),Laura Numeroff and ,4.5,Board book
b1348,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.6,Paperback
b1349,What to Expect When You're Expecting,Heidi Murkoff and ,4.4,Paperback
b1350,The Don't Laugh Challenge - Easter Edition: Easter Edition - Don't Laugh Challenge: Easter Joke Book for Kids with Knock-Knock Jokes and Riddles Included,Don't Laugh Joke Group,5,Paperback
b1351,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.6,Hardcover
b1352,Emotional Intelligence 2.0,Travis Bradberry and ,4.1,Hardcover
b1353,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.7,Paperback
b1354,How to Catch a Leprechaun,Adam Wallace and ,4.5,Hardcover
b1355,Box of Butterflies: Discovering the Unexpected Blessings All Around Us,Roma Downey,4.9,Hardcover
b1356,The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30,Melissa Hartwig,4.5,Hardcover
b1357,D&D MORDENKAINEN'S TOME OF FOES (D&D Accessory),Wizards RPG Team,,Hardcover
b1358,Love Like You've Never Been Hurt: Hope Healing and the Power of an Open Heart,Jentezen Franklin and ,,Hardcover
b1359,Peppa's Easter Egg Hunt (Peppa Pig),Scholastic and ,4.8,Paperback
b1360,The Alchemist,Paulo Coelho,4.6,Paperback
b1361,Giraffes Can't Dance,Giles Andreae and ,4.7,Board book
b1362,True Roots: A Mindful Kitchen with More Than 100 Recipes Free of Gluten Dairy and Refined Sugar,Kristin Cavallari,,Paperback
b1363,Publication Manual of the American Psychological Association 6th Edition,American Psychological Association,4.3,Paperback
b1364,Bachelor Nation: Inside the World of America's Favorite Guilty Pleasure,Amy Kaufman,3.9,Hardcover
b1365,She Persisted Around the World: 13 Women Who Changed History,Chelsea Clinton and ,3.8,Hardcover
b1366,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,Hardcover
b1367,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.5,Paperback
b1368,Jesus Calling: Enjoying Peace in His Presence,Sarah Young,4.9,Hardcover
b1369,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Jocko Willink and ,4.8,Hardcover
b1370,The Body Keeps the Score: Brain Mind and Body in the Healing of Trauma,Bessel van der Kolk M.D.,4.8,Paperback
b1371,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck,Thug Kitchen,4.6,Hardcover
b1372,Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,4,Hardcover
b1373,The Legend of Zelda: Breath of the Wild The Complete Official Guide: -Expanded Edition,Piggyback,4.4,Hardcover
b1374,Saunders Comprehensive Review for the NCLEX-RN® Examination - E-Book (Saunders Comprehensive Review for Nclex-Rn),Linda Anne Silvestri,,Kindle Edition
b1375,The Last Jedi: Expanded Edition (Star Wars),Jason Fry,4,Hardcover
b1376,Becoming,Michelle Obama,,Hardcover
b1377,The Pout-Pout Fish,Deborah Diesen and ,4.8,Board book
b1378,Brown Bear Brown Bear What Do You See?,Bill Martin Jr. and ,4.8,Board book
b1379,The Care and Keeping of You: The Body Book for Younger Girls Revised Edition,Valorie Schaefer and ,4.8,Paperback
b1380,The Last Black Unicorn,Tiffany Haddish,4.8,Hardcover
b1381,Klutz LEGO Chain Reactions Craft Kit,More Buying Choices,4.2,Paperback
b1382,Easter Eggstravaganza Mad Libs,Roger Price and ,4.6,Paperback
b1383,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,4.6,Hardcover
b1384,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.7,Paperback
b1385,Pachinko (National Book Award Finalist),Min Jin Lee,4.4,Paperback
b1386,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.5,Paperback
b1387,The Wild Robot Escapes,Peter Brown,4.8,Hardcover
b1388,Dr. Colbert's Keto Zone Diet: Burn Fat Balance Appetite Hormones and Lose Weight,Don Colbert and ,4.4,Hardcover
b1389,The 10-Day Belly Slimdown: Lose Your Belly Heal Your Gut Enjoy a Lighter Younger You,Dr. Kellyann Petrucci MS  ND,4.3,Hardcover
b1390,10-Day Green Smoothie Cleanse,JJ Smith,4.7,Paperback
b1391,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger M.D. and ,4.8,Hardcover
b1392,Bridge of Clay (Signed Edition),Markus Zusak,,Hardcover
b1393,Tactical Manual: Small Unit Tactics,Max Alexander and ,5,Paperback
b1394,Love You Forever,Robert Munsch and ,4.8,Paperback
b1395,First Aid for the USMLE Step 1 2018 28th Edition,Tao Le and ,4.2,Paperback
b1396,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,,Hardcover
b1397,Everything Happens for a Reason: And Other Lies I've Loved,Kate Bowler,4.7,Hardcover
b1398,Islandborn,Junot Díaz and ,5,Hardcover
b1399,Mindset: The New Psychology of Success,Carol S. Dweck,4.5,Paperback
b1400,Volo's Guide to Monsters,Wizards RPG Team,4.7,Hardcover
b1401,The Kremlin Conspiracy,Joel C. Rosenberg,4.8,Hardcover
b1402,Fahrenheit 451,Ray Bradbury,4.4,Paperback
b1403,The Giving Tree,Shel Silverstein,4.8,Hardcover
b1404,Leonardo da Vinci,Walter Isaacson,4.4,Hardcover
b1405,Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,,Paperback
b1406,Medical Medium Life-Changing Foods: Save Yourself and the Ones You Love with the Hidden Healing Powers of Fruits & Vegetables,Anthony William,4.7,Hardcover
b1407,MCAT Complete 7-Book Subject Review 2018-2019: Online + Book (Kaplan Test Prep),Kaplan Test Prep,4.4,Paperback
b1408,God Gave Us Easter,Lisa Tawn Bergren and ,4.6,Hardcover
b1409,Time Jumpers (Five Kingdoms),Brandon Mull,4.9,Hardcover
b1410,Good Night Stories for Rebel Girls,Elena Favilli and ,4.5,Hardcover
b1411,Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live Love Parent and Lead,Brené Brown,4.7,Paperback
b1412,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,4.8,Hardcover
b1413,The How Not to Die Cookbook: 100+ Recipes to Help Prevent and Reverse Disease,Michael Greger M.D. and ,4.6,Hardcover
b1414,Dr. Seuss's Beginner Book Collection (Cat in the Hat One Fish Two Fish Green Eggs and Ham Hop on Pop Fox in Socks),Seuss,4.9,Hardcover
b1415,Genius Foods: Become Smarter Happier and More Productive While Protecting Your Brain for Life,Max Lugavere and ,,Hardcover
b1416,Anxious for Nothing: Finding Calm in a Chaotic World,Max Lucado,4.7,Hardcover
b1417,Dragons Love Tacos,Adam Rubin and ,4.5,Hardcover
b1418,Green Eggs and Ham,Dr. Seuss,4.8,Hardcover
b1419,World of Warcraft Chronicle Volume 3,BLIZZARD ENTERTAINMENT,,Hardcover
b1420,Man's Search for Meaning,Viktor E. Frankl and ,4.7,Paperback
b1421,To Kill a Mockingbird,Harper Lee,4.7,Paperback
b1422,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.6,Paperback
b1423,The 48 Laws of Power,Robert Greene,4.5,Paperback
b1424,Bob Books Set 1: Beginning Readers,Bobby Lynn Maslen and ,4.7,Paperback
b1425,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,Tom Brady,4.1,Hardcover
b1426,The Handmaid's Tale,Margaret Atwood,4.1,Paperback
b1427,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski and ,4,Paperback
b1428,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann and ,4.5,Paperback
b1429,The Obesity Code: Unlocking the Secrets of Weight Loss,Dr. Jason Fung and ,4.7,Paperback
b1430,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones and ,4.9,Hardcover
b1431,The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition) (Collins Business Essentials),Benjamin Graham and ,4.5,Paperback
b1432,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter Book 3),J.K. Rowling and ,,Hardcover
b1433,Little Leaders: Bold Women in Black History,Vashti Harrison,4.9,Hardcover
b1434,Guess How Much I Love You,Sam McBratney and ,,Board book
b1435,The Night Before St. Patrick's Day,Natasha Wing and ,4.6,Paperback
b1436,Medical Medium: Secrets Behind Chronic and Mystery Illness and How to Finally Heal,Anthony William,4.6,Hardcover
b1437,Annihilation: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,3.6,Paperback
b1438,Baby Touch and Feel: Animals,DK,,Board book
b1439,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,4.8,Hardcover
b1440,2018 Rand McNally Large Scale Road Atlas (Rand McNally Road Atlas),Rand McNally,4.5,Spiral-bound
b1441,The Wife Between Us: A Novel,Greer Hendricks and ,4.2,Hardcover
b1442,I Am Enough,Grace Byers and ,4.7,Hardcover
b1443,The Complete Guide to Fasting: Heal Your Body Through Intermittent Alternate-Day and Extended Fasting,Jimmy Moore and ,4.7,Paperback
b1444,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,Hardcover
b1445,Super Mario Encyclopedia,Nintendo,,Hardcover
b1446,Iris Apfel: Accidental Icon,Iris Apfel,4,Hardcover
b1447,The Whole30 Day by Day: Your Daily Guide to Whole30 Success,Melissa Hartwig,4.5,Flexibound
b1448,Thinking Fast and Slow,Daniel Kahneman,4.5,Paperback
b1449,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.6,Hardcover
b1450,The Great Gatsby,F. Scott Fitzgerald,4.3,Paperback
b1451,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.6,Mass Market Paperback
b1452,Uninvited: Living Loved When You Feel Less Than Left Out and Lonely,Lysa TerKeurst,4.8,Paperback
b1453,The Trials of Apollo Book Three The Burning Maze,Rick Riordan,,Hardcover
b1454,Dog Man: From the Creator of Captain Underpants (Dog Man #1),Dav Pilkey,4.7,Hardcover
b1455,ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual Full-Length Practice Tests Review Video Tutorials for the Test of Essential Academic Skills Sixth Edition,TEAS Exam Secrets Test Prep Team,4.7,Paperback
b1456,Dr. Gundry's Diet Evolution: Turn Off the Genes That Are Killing You and Your Waistline,Steven R. Gundry,4.2,Paperback
b1457,Pete the Cat: Big Easter Adventure,James Dean and ,4.6,Hardcover
b1458,The Getaway,Jeff Kinney,4.8,Hardcover
b1459,How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele Faber and ,4.6,Paperback
b1460,Go the F**k to Sleep,Adam Mansbach and ,4.7,Hardcover
b1461,The Five Minute Journal: A Happier You in 5 Minutes a Day,Intelligent Change,4.8,Hardcover
b1462,Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,Paperback
b1463,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians),Rick Riordan and ,,Paperback
b1464,Live Fearless: A Call to Power Passion and Purpose,Sadie Robertson and ,5,Hardcover
b1465,Pretty Mess,Erika Jayne,,Hardcover
b1466,Crucial Conversations Tools for Talking When Stakes Are High Second Edition,Kerry Patterson and ,4.5,Paperback
b1467,The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight Heal Your Gut and Live Lectin-Free,Dr. Steven R Gundry M.D.,,Hardcover
b1468,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books and ,4.8,Hardcover
b1469,Rick Steves Italy 2018,Rick Steves,4.5,Paperback
b1470,Potty (Leslie Patricelli board books),Leslie Patricelli,4.6,Board book
b1471,Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face,Lauren Toyota,4.8,Paperback
b1472,All the Pieces Matter: The Inside Story of The Wire®,Jonathan Abrams,4.7,Hardcover
b1473,The Outsider,Stephen King,,Hardcover
b1474,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself),Dr. Seuss and ,4.8,Hardcover
b1475,The Keto Reset Diet: Reboot Your Metabolism in 21 Days and Burn Fat Forever,Mark Sisson and ,4.3,Hardcover
b1476,Marriage Vacation,Pauline Brooks,,Paperback
b1477,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter Book 2),J.K. Rowling and ,4.7,Hardcover
b1478,The Wild Unknown Tarot Deck and Guidebook (Official Keepsake Box Set),Kim Krans,4.7,Hardcover
b1479,A Guide to the Project Management Body of Knowledge (PMBOK® Guide)–Sixth Edition,Project Management Institute,2.6,Paperback
b1480,Look Alive Twenty-Five: A Stephanie Plum Novel,Janet Evanovich,,Hardcover
b1481,Sing Unburied Sing: A Novel,Jesmyn Ward,4.4,Hardcover
b1482,Welcome Little One,Sandra Magsamen,,Board book
b1483,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss and ,4.8,Hardcover
b1484,The Flight Attendant: A Novel,Chris Bohjalian,4.2,Hardcover
b1485,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,4.8,Hardcover
b1486,Craveable Keto: Your Low-Carb High-Fat Roadmap to Weight Loss and Wellness,Kyndra Holley,5,Paperback
b1487,A Court of Frost and Starlight (A Court of Thorns and Roses),Sarah J. Maas,,Hardcover
b1488,Grant,Ron Chernow,4.7,Hardcover
b1489,Pinkalicious: Eggstraordinary Easter,Victoria Kann,4.7,Paperback
b1490,The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb High-Fat Recipes for Busy People on the Keto Diet,Jen Fisch,4.5,Paperback
b1491,Dr. Seuss's Happy Birthday Baby! (Dr. Seuss Nursery Collection),Dr. Seuss and ,4.6,Hardcover
b1492,There's No Place Like Space: All About Our Solar System  (Cat in the Hat's Learning Library),Tish Rabe and ,4.7,Hardcover
b1493,What to Expect the First Year,Heidi Murkoff and ,4.5,Paperback
b1494,Start Where You Are: A Journal for Self-Exploration,Meera Lee Patel,4.6,Journal
b1495,Women in Science: 50 Fearless Pioneers Who Changed the World,Rachel Ignotofsky,4.6,Hardcover
b1496,Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,4.4,Paperback
b1497,Discipline Equals Freedom: Field Manual,Jocko Willink,4.5,Hardcover
b1498,The Knot Ultimate Wedding Planner & Organizer [binder edition]: Worksheets Checklists Etiquette Calendars and Answers to Frequently Asked Questions,Carley Roney,4.5,Calendar
b1499,Discerning the Voice of God - Bible Study Book - Revised: How to Recognize When God Speaks,Priscilla Shirer,,Paperback
b1500,The Politically Incorrect Guide to Climate Change (The Politically Incorrect Guides),Marc Morano,4.3,Paperback
b1501,Hello Universe,Erin Entrada Kelly and ,4.7,Hardcover
b1502,The Skinnytaste Cookbook: Light on Calories Big on Flavor,Gina Homolka,4.7,Hardcover
b1503,Lots and Lots of Letter Tracing Practice!,Handwriting Time,4.7,Paperback
b1504,The Care and Keeping of You 2: The Body Book for Older Girls,Cara Natterson and ,4.8,Paperback
b1505,Big Kindergarten Workbook Ages 5-6 K 320 pages outstanding quality prepares kindergartners for success essential skills,Barbara Gregorich and ,4.7,Paperback
b1506,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,Ryan North,,Hardcover
b1507,Computational Astrophysics,Thomas Henderson,,Paperback
b1508,The Reading Strategies Book: Your Everything Guide to Developing Skilled Readers,Jennifer Serravallo,4.9,Paperback
b1509,The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline,Dale Bredesen,4.6,Hardcover
b1510,Directorate S: The C.I.A. and America's Secret Wars in Afghanistan and Pakistan,Steve Coll,4.6,Hardcover
b1511,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron and ,4.6,Hardcover
b1512,You're Only Old Once!: A Book for Obsolete Children,Dr. Seuss,4.5,Hardcover
b1513,The True Adventures of Esther the Wonder Pig,Steve Jenkins and ,5,Hardcover
b1514,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg and ,4.4,Board book
b1515,Yoshitaka Amano: The Illustrated Biography Beyond the Fantasy Limited Edition,Florent Gorges and ,,Hardcover
b1516,Rosie Revere Engineer,Andrea Beaty and ,4.9,Hardcover
b1517,The Book with No Pictures,B. J. Novak,4.8,Hardcover
b1518,The Cat in the Hat,Dr. Seuss,4.7,Hardcover
b1519,The Secret,Rhonda Byrne,4.6,Hardcover
b1520,If Animals Kissed Good Night,Ann Whitford Paul and ,4.6,Board book
b1521,Harry Potter and the Sorcerer's Stone,J.K. Rowling and ,4.7,Paperback
b1522,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,4.7,Hardcover
b1523,Friend of Sinners: Why Jesus Cares More About Relationship Than Perfection,Rich Wilkerson Jr.,4.9,Paperback
b1524,Behold a Pale Horse,Milton William Cooper,4.4,Paperback
b1525,A Wrinkle in Time: The Graphic Novel,Madeleine L'Engle and ,4.4,Paperback
b1526,Lost Connections: Uncovering the Real Causes of Depression – and the Unexpected Solutions,Johann Hari,4,Hardcover
b1527,Skinnytaste Fast and Slow: Knockout Quick-Fix and Slow Cooker Recipes,Gina Homolka and ,4.7,Hardcover
b1528,5000 Awesome Facts (About Everything!) (National Geographic Kids),National Geographic Kids,4.8,Hardcover
b1529,The One Pot Ketogenic Diet Cookbook: 100+ Easy Weeknight Meals for Your Skillet Slow Cooker Sheet Pan and More,Liz Williams,4.8,Paperback
b1530,The Fast Metabolism Diet: Eat More Food and Lose More Weight,Haylie Pomroy,4.2,Hardcover
b1531,Gravity Falls: Journal 3,Alex Hirsch and ,4.8,Hardcover
b1532,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John Gottman PhD and ,4.7,Paperback
b1533,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,Robert Bucknam M.D. and ,4.3,Paperback
b1534,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,Bob Goff,,Paperback
b1535,The 4-Hour Workweek: Escape 9-5 Live Anywhere and Join the New Rich,Timothy Ferriss,4.4,Hardcover
b1536,Erotic Stories for Punjabi Widows: A Novel,Balli Kaur Jaswal,4.1,Paperback
b1537,Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends,Peter Schweizer,,Hardcover
b1538,Moleskine Classic Notebook Large Ruled Black Hard Cover (5 x 8.25) (Classic Notebooks),FREE Shipping on eligible orders,4.6,Journal
b1539,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,Del Sroufe and ,4.4,Paperback
b1540,A Guide to the Project Management Body of Knowledge (PMBOK(R) Guide-Sixth Edition / Agile Practice Guide Bundle (Pmbok Guide),Project Management Institute,3.2,Paperback
b1541,Air Fryer Cookbook: 550 Recipes For Every Day. Healthy and Delicious Meals. Simple and Clear Instructions.,Michelle Sanders,4.2,Paperback
b1542,The Action Bible,Doug Mauss and ,4.8,Hardcover
b1543,Willpower Doesn't Work: Discover the Hidden Keys to Success,Benjamin Hardy,4.8,Hardcover
b1544,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,4.2,Paperback
b1545,Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated,Vicki Robin and ,4.1,Paperback
b1546,No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind,Daniel J. Siegel and ,4.6,Paperback
b1547,Auggie & Me: Three Wonder Stories,R. J. Palacio,4.8,Hardcover
b1548,God Bless You and Good Night (A God Bless Book),Hannah Hall,4.9,Board book
b1549,Heart Berries: A Memoir,Terese Marie Mailhot,4.7,Hardcover
b1550,Little Blue Truck board book,Alice Schertle and ,4.9,Board book
b1551,The Illustrated Brief History of Time Updated and Expanded Edition,Stephen William Hawking,4.5,Hardcover
b1552,I hope this reaches her in time,r.h. Sin,4.7,Paperback
b1553,BodyBoss Ultimate Body Fitness Guide,BodyBoss Method,4.8,Spiral-bound
b1554,CPT 2018: Professional Edition (Cpt / Current Procedural Terminology (Professional Edition)),American Medical Association,4.1,Spiral-bound
b1555,How Do Dinosaurs Say Happy Birthday?,Jane Yolen and ,4.6,Board book
b1556,The Punishment She Deserves: A Lynley Novel,Elizabeth George,5,Hardcover
b1557,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,4.6,Paperback
b1558,100 Write-and-Learn Sight Word Practice Pages: Engaging Reproducible Activity Pages That Help Kids Recognize Write and Really LEARN the Top 100 High-Frequency Words That are Key to Reading Success,Scholastic Teaching Resources and ,4.3,Paperback
b1559,Love & Respect: The Love She Most Desires; The Respect He Desperately Needs,Emerson Eggerichs,4.6,Hardcover
b1560,Where the Wild Things Are,Maurice Sendak,,Paperback
b1561,Alphabet Flash Cards (Brighter Child Flash Cards),Brighter Child,4.6,Cards
b1562,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr. and ,4.7,Board book
b1563,Area X: The Southern Reach Trilogy: Annihilation; Authority; Acceptance,Jeff VanderMeer,3.7,Hardcover
b1564,The Berenstain Bears and the Easter Story: Stickers Included! (Berenstain Bears/Living Lights),Mike Berenstain and ,4.6,Paperback
b1565,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres and ,4.8,Board book
b1566,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,4.7,Hardcover
b1567,Fifty Fifty (Harriet Blue),James Patterson and ,3.8,Hardcover
b1568,Alexander Hamilton,Ron Chernow,4.7,Paperback
b1569,The Keto Crock Pot Cookbook: Quick And Easy Ketogenic Crock Pot Recipes For Smart People,Loretta Wagner,4.1,Paperback
b1570,Una reina como tú (Atria Espanol) (Spanish Edition),Francisca Lachapel,4.9,Paperback
b1571,Obsidio (The Illuminae Files),Amie Kaufman and ,4.9,Hardcover
b1572,1984 (Signet Classics),George Orwell and ,4.5,Mass Market Paperback
b1573,The Gentle Art of Swedish Death Cleaning: How to Free Yourself and Your Family from a Lifetime of Clutter,Margareta Magnusson,3.5,Hardcover
b1574,The Kremlin's Candidate: A Novel (The Red Sparrow Trilogy),Jason Matthews,4,Hardcover
b1575,Baby Signs: A Baby-Sized Introduction to Speaking with Sign Language,Joy Allen,4.2,Board book
b1576,Chloe Flavor: Saucy Crispy Spicy Vegan,Chloe Coscarelli and ,4.2,Hardcover
b1577,Indian Instant Pot® Cookbook: Traditional Indian Dishes Made Easy and Fast,Urvashi Pitre,4.7,Paperback
b1578,550 INSTANT POT RECIPES FOR BEGINNERS: Quick & Foolproof Recipes For Your Whole Family & Beginners Guide.,BARBARA MILES,4.2,Paperback
b1579,The Universe in a Nutshell,Stephen William Hawking,4.5,Hardcover
b1580,Exit West: A Novel,Mohsin Hamid,3.9,Paperback
b1581,I Am a Big Sister,Caroline Jayne Church,4.8,Hardcover
b1582,The Great Easter Race! (Sesame Street Scribbles),Sesame Workshop,5,Hardcover
b1583,The First 90 Days: Proven Strategies for Getting Up to Speed Faster and Smarter Updated and Expanded,Michael D. Watkins,4.4,Hardcover
b1584,New Morning Mercies: A Daily Gospel Devotional,Paul David Tripp,4.9,Hardcover
b1585,Rise and Kill First: The Secret History of Israel's Targeted Assassinations,Ronen Bergman,4.4,Hardcover
b1586,Dirty Genes: A Breakthrough Program to Treat the Root Cause of Illness and Optimize Your Health,Ben Lynch ND.,4.8,Hardcover
b1587,The Way of Abundance: A 60-Day Journey into a Deeply Meaningful Life,Ann Voskamp,5,Hardcover
b1588,CompTIA A+ Certification All-in-One Exam Guide Ninth Edition (Exams 220-901 & 220-902),Mike Meyers,,Hardcover
b1589,Official GRE Super Power Pack Second Edition,Educational Testing Service,4.3,Paperback
b1590,How Democracies Die,Steven Levitsky and ,4.2,Hardcover
b1591,There Was an Old Lady Who Swallowed a Clover!,Lucille Colandro and ,4.3,Paperback
b1592,It's Not Easy Being a Bunny (Beginner Books(R)),Marilyn Sadler,4.8,Hardcover
b1593,The Beginner's Bible: Timeless Children's Stories,Zondervan,4.8,Hardcover
b1594,Cracking the AP U.S. History Exam 2018 Premium Edition (College Test Preparation),Princeton Review,4.1,Paperback
b1595,The New Jim Crow:  Mass Incarceration in the Age of Colorblindness,Michelle Alexander and ,4.7,Paperback
b1596,The Word Collector,Peter H. Reynolds,4.9,Hardcover
b1597,"Men in Blazers Present Encyclopedia Blazertannica: A Suboptimal Guide to Soccer America's ""Sport of the Future"" Since 1972",Roger Bennett and ,,Hardcover
b1598,Lean In: Women Work and the Will to Lead,Sheryl Sandberg,4.5,Hardcover
b1599,Are You My Mother? (Bright & Early Board Books(TM)),P.D. Eastman,4.6,Board book
b1600,Cracking the AP World History Exam 2018 Premium Edition (College Test Preparation),Princeton Review,4.3,Paperback
b1601,The Greatest Showman: Music from the Motion Picture Soundtrack,Benj Pasek and ,3.6,Paperback
b1602,Rick Steves Paris 2018,Rick Steves and ,4.6,Paperback
b1603,The Self-Driven Child: The Science and Sense of Giving Your Kids More Control Over Their Lives,William Stixrud PhD and ,4.5,Hardcover
b1604,The Heroes of Olympus Paperback Boxed Set,Rick Riordan and ,4.8,Paperback
b1605,The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,4.4,Paperback
b1606,Family Nurse Practitioner Certification Intensive Review Third Edition: Fast Facts and Practice Questions (Book + App),Maria T. Codina Leik MSN  ARNP  FNP-C  AGPCNP-BC,,Paperback
b1607,Count on the Easter Pups! (PAW Patrol),Random House and ,5,Board book
b1608,Diagnostic and Statistical Manual of Mental Disorders 5th Edition: DSM-5,American Psychiatric Association,,Paperback
b1609,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours,Pearl Barrett and ,,Paperback
b1610,DBT® Skills Training Handouts and Worksheets Second Edition,Marsha M. Linehan,4.6,Spiral-bound
b1611,The Invisible Boy,Trudy Ludwig and ,4.7,Hardcover
b1612,Own the Day Own Your Life: Optimized Practices for Waking Working Learning Eating Training Playing Sleeping and Sex,Aubrey Marcus,,Hardcover
b1613,The 5 Second Rule: Transform your Life Work and Confidence with Everyday Courage,Mel Robbins,4.4,Hardcover
b1614,On the Night You Were Born,Nancy Tillman,4.8,Board book
b1615,First Words Flash Cards,Brighter Child,4.5,Cards
b1616,Dungeon Master's Screen Reincarnated,Wizards RPG Team,4.7,Misc. Supplies
b1617,GMAT Official Guide 2018 Bundle: Books + Online,GMAC (Graduate Management Admission Council),4,Paperback
b1618,G.I. JOE: The Complete Collection Volume 9,Larry Hama and ,,Hardcover
b1619,I Can Handle It (Mindful Mantras) (Volume 1),Ms Laurie Wright,4.3,Paperback
b1620,Traction: Get a Grip on Your Business,Gino Wickman,4.6,Paperback
b1621,Building a StoryBrand: Clarify Your Message So Customers Will Listen,Donald Miller,4.8,Hardcover
b1622,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.7,Hardcover
b1623,How to Think: A Survival Guide for a World at Odds,Alan Jacobs,4,Hardcover
b1624,The Crystal Bible,Judy Hall,4.7,Paperback
b1625,Dinner in an Instant: 75 Modern Recipes for Your Pressure Cooker Multicooker and Instant Pot®,Melissa Clark,4.1,Hardcover
b1626,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.7,Board book
